#,id,utc-time,exp(sec),n_filt0,n_filt1,n_filt2,n_filt3,n_filt4,s_filt0,s_filt1,s_filt2,s_filt3,s_filt4,n_raw0,n_raw1,n_raw2,n_raw3,n_raw4,s_raw0,s_raw1,s_raw2,s_raw3,s_raw4outputForm,fullFrame
7832,2023-04-18 15:08:00.553,45.000,205,42,40,56,67,232184,21111,17290,107725,86058,7579,941,1145,3086,2407,357320,34688,32491,173549,116592,160,0
7833,2023-04-18 15:10:00.553,45.000,139,46,33,23,37,134088,20734,13177,17896,82281,5030,1192,562,1367,1909,193832,40467,26735,39252,87378,160,0
7834,2023-04-18 15:12:00.552,45.000,138,27,26,36,49,119528,30746,24536,18245,46001,4971,910,1400,965,1696,235898,40527,49795,29665,115911,160,0
7835,2023-04-18 15:14:00.552,45.000,97,21,18,25,33,59057,2625,11018,13185,32229,2316,342,436,1163,375,84291,8301,19948,31643,24399,160,0
7836,2023-04-18 15:16:00.552,45.000,99,19,12,35,33,118851,22421,20192,47626,28612,2546,798,469,631,648,183663,29655,31867,81477,40664,160,0
7837,2023-04-18 15:18:00.551,45.000,101,17,25,33,26,99913,3415,47248,19101,30149,2920,417,915,666,922,112641,9634,28744,24897,49366,160,0
7838,2023-04-18 15:20:00.549,45.000,105,26,16,30,33,126824,3952,12838,48519,61515,2701,363,477,988,873,148662,9400,15539,47045,76678,160,0
7839,2023-04-18 15:22:00.549,45.000,101,24,19,28,30,180867,13390,34956,61241,71280,3667,587,1241,892,947,214494,17532,57001,92314,47647,160,0
7840,2023-04-18 15:24:00.549,45.000,172,41,40,38,53,180897,13908,29360,81208,56421,5857,806,1459,1644,1948,320543,21731,47526,174093,77193,160,0
7841,2023-04-18 15:26:00.549,45.000,176,36,48,47,45,212166,28006,30427,92281,61452,7238,1549,1704,2661,1324,355504,43739,47862,164116,99787,160,0
7842,2023-04-18 15:28:00.548,45.000,227,53,51,77,46,281265,41932,55330,92154,91849,10162,2003,2064,3890,2205,391235,62680,76342,136043,116170,160,0
7843,2023-04-18 15:30:00.546,45.000,357,53,71,115,118,335033,41017,60183,103713,130120,18238,2668,4240,5715,5615,736309,84785,150637,240526,260361,160,0
7844,2023-04-18 15:32:00.546,44.600,6526,379,1183,919,4045,1650175,181628,239195,269608,959744,36371,4754,7844,8667,15106,2622614,335523,381963,374993,1530135,160,0
7845,2023-04-18 15:34:00.546,45.000,4345,224,900,557,2664,1245871,67022,215586,404532,558731,31670,3347,6950,7705,13668,2370426,116585,305376,473950,1474515,160,0
7846,2023-04-18 15:36:00.545,45.000,343,69,66,104,104,524941,106726,56960,196934,164321,15477,3517,2724,4448,4788,749511,156262,100042,236397,256810,160,0
7847,2023-04-18 15:38:00.543,45.000,310,63,52,100,95,531047,100561,125453,164825,140208,18154,3941,4131,5356,4726,938588,201715,215926,289838,231109,160,0
7848,2023-04-18 15:40:00.543,45.000,351,79,69,115,88,701656,64691,128044,271410,237511,18139,2606,3542,6327,5664,977198,97348,172972,357611,349267,160,0
7849,2023-04-18 15:42:00.542,45.000,379,78,84,105,112,528806,113191,109687,138630,167298,16700,3724,2997,4989,4990,735680,157877,144698,205677,227428,160,0
7850,2023-04-18 15:44:00.542,45.000,385,60,76,106,143,545907,88589,83912,120120,253286,17726,3086,2939,4851,6850,1047685,144445,116686,208209,578345,160,0
7851,2023-04-18 15:46:00.540,45.000,1752,147,338,265,1002,609664,67075,93570,125368,323651,20084,2707,3858,4724,8795,890559,106112,138254,181371,464822,160,0
7852,2023-04-18 15:48:00.540,35.500,6502,354,1337,855,3956,1639319,87711,306169,339011,906428,34933,4149,7719,8486,14579,2524515,153579,437652,467880,1465404,160,0
7853,2023-04-18 15:50:00.539,45.000,4491,296,866,728,2601,2896403,183324,506900,376954,1829225,42184,5465,9667,11347,15705,4501614,260572,764176,682337,2794529,160,0
7854,2023-04-18 15:52:00.538,45.000,329,41,72,96,120,230822,22837,80150,62363,65472,12073,2106,3566,3281,3120,628637,83693,151309,209897,183738,160,0
7855,2023-04-18 15:54:00.539,45.000,235,50,65,55,65,356222,25032,87736,116295,127159,10333,1481,2845,3020,2987,702724,46124,162948,166812,326840,160,0
7856,2023-04-18 15:56:00.536,45.000,176,44,45,37,50,203921,30596,34341,38153,100831,6714,1160,1771,1769,2014,305173,42903,69104,60644,132522,160,0
7857,2023-04-18 15:58:00.536,45.000,139,27,23,42,47,246939,38393,15053,122037,71456,5664,1237,935,2357,1135,294256,45361,35988,149883,63024,160,0
7858,2023-04-18 16:00:00.536,45.000,182,40,54,40,48,96862,17015,15117,27213,37517,9306,2338,3441,2190,1337,719516,108101,436522,97346,77547,160,0
7859,2023-04-18 16:02:00.536,45.000,142,12,31,25,74,161990,2477,33803,34946,90764,5302,305,941,1184,2872,290475,8793,70278,53660,157744,160,0
7860,2023-04-18 16:04:00.533,45.000,161,45,27,37,52,199988,32570,40083,30603,96732,5287,1554,790,1411,1532,301388,49482,69673,45312,136921,160,0
7861,2023-04-18 16:06:00.533,45.000,158,26,27,36,69,237101,24668,56945,75157,80331,8330,1827,1929,2170,2404,362521,52094,100664,106351,103412,160,0
7862,2023-04-18 16:08:00.532,45.000,175,29,39,37,70,131204,11798,41517,19862,58027,3810,586,1311,878,1035,217663,20541,73947,28342,94833,160,0
7863,2023-04-18 16:10:00.532,45.000,174,18,37,37,82,187767,26837,52663,66645,41622,2869,642,474,821,932,241216,36270,21502,121430,62014,160,0
7864,2023-04-18 16:12:00.532,45.000,255,35,35,53,132,211623,14775,12904,102327,81617,5205,722,520,2125,1838,248728,21930,23621,132951,70226,160,0
7865,2023-04-18 16:14:00.532,45.000,368,41,74,54,199,179431,15988,42255,29999,91189,6075,806,1344,1585,2340,289672,23499,92405,50219,123549,160,0
7866,2023-04-18 16:16:00.529,45.000,424,68,77,84,195,284509,23554,45660,91195,124100,11367,1504,2338,3466,4059,445887,58758,77567,136588,172974,160,0
7867,2023-04-18 16:18:00.529,45.000,4735,229,897,581,3028,827135,55830,189817,151194,430294,25507,2657,5591,5239,12020,1225943,90334,249325,230909,655375,160,0
7868,2023-04-18 16:20:00.529,45.000,4593,407,798,910,2478,2360650,158599,316209,424964,1460878,40615,5185,8793,11231,15406,3522344,230550,477800,664315,2149679,160,0
7869,2023-04-18 16:22:00.529,29.500,6549,533,1490,910,3616,1643188,146394,308015,217336,971443,35843,4729,8408,8002,14704,2343251,207515,462665,340755,1332316,160,0
7870,2023-04-18 16:24:00.528,45.000,2761,187,550,366,1658,930215,103695,237219,198121,391180,26361,3156,5908,6498,10799,1390036,159855,326156,291091,612934,160,0
7871,2023-04-18 16:26:00.528,45.000,375,77,89,80,129,666365,92209,275089,143222,155845,18961,3573,5694,4844,4850,1320823,210638,540595,262891,306699,160,0
7872,2023-04-18 16:28:00.526,45.000,343,67,87,99,90,583062,142374,108811,270809,61068,14446,3600,3737,4415,2694,818863,189989,164463,344783,119628,160,0
7873,2023-04-18 16:30:00.526,45.000,314,62,70,98,84,545649,74398,93671,183177,194403,15043,2438,3360,4998,4247,829257,115558,141661,328242,243796,160,0
7874,2023-04-18 16:32:00.525,45.000,314,61,71,86,96,738756,149467,109017,270681,209591,19481,3580,4277,6965,4659,1438617,199423,192816,763273,283105,160,0
7875,2023-04-18 16:34:00.525,45.000,360,46,104,92,118,785274,50523,215084,306808,212859,16585,2154,5310,4495,4626,1280048,81339,605284,299282,294143,160,0
7876,2023-04-18 16:36:00.523,45.000,3872,219,701,522,2430,1156126,114501,212950,273377,555298,29724,3489,7053,6249,12933,1767029,157202,386399,359228,864200,160,0
7877,2023-04-18 16:38:00.523,45.000,1557,110,314,226,907,783575,108837,120680,234840,319218,25677,3840,5493,5804,10540,1288641,178433,224140,304809,581259,160,0
7878,2023-04-18 16:40:00.523,45.000,340,52,96,71,121,500619,49264,145291,172627,133437,14344,2225,3498,3698,4923,698103,86574,181960,223738,205831,160,0
7879,2023-04-18 16:42:00.522,45.000,189,38,22,70,59,248234,26293,8705,124493,88743,6613,1372,594,2782,1865,384375,43305,14834,169576,156660,160,0
7880,2023-04-18 16:44:00.520,45.000,212,49,49,53,61,364371,27908,60249,155724,120490,11086,1396,2772,3617,3301,486712,38592,110142,189274,148704,160,0
7881,2023-04-18 16:46:00.519,45.000,116,23,27,28,38,230150,8575,24187,152704,44684,4052,625,918,1220,1289,349635,23808,34464,161086,130277,160,0
7882,2023-04-18 16:48:00.519,45.000,115,28,26,25,36,253082,10587,13733,116106,112656,2449,662,603,568,616,215561,16659,19033,101240,78629,160,0
7883,2023-04-18 16:50:00.519,45.000,101,26,13,29,33,212529,7432,26267,136084,42746,3495,514,630,1119,1232,260870,13143,77838,97028,72861,160,0
7884,2023-04-18 16:52:00.517,45.000,71,5,19,19,28,125393,598,9304,60925,54566,2340,166,505,1010,659,173589,4495,18584,44401,106109,160,0
7885,2023-04-18 16:54:00.517,45.000,93,17,24,27,25,199575,7512,110743,49876,31444,5658,1256,1496,2219,687,445167,36057,181580,159760,67770,160,0
7886,2023-04-18 16:56:00.516,45.000,95,12,16,35,32,142739,2982,22110,46361,71286,2403,147,285,835,1136,203326,4315,25237,90916,82858,160,0
7887,2023-04-18 16:58:00.516,45.000,85,16,13,38,18,113895,4120,7009,57037,45729,3823,655,489,1700,979,212757,14946,13215,123335,61261,160,0
7888,2023-04-18 17:00:00.516,45.000,135,22,30,47,36,158403,9372,17301,77377,54353,4431,685,723,1776,1247,287705,21009,21983,136134,108579,160,0
7889,2023-04-18 17:02:00.515,45.000,192,34,46,58,54,332924,18876,43515,92821,177712,7424,856,1615,2104,2849,450897,27257,70137,134346,219157,160,0
7890,2023-04-18 17:04:00.513,45.000,247,51,53,67,76,315859,67179,50141,74043,124496,10965,2621,2674,2873,2797,420444,108725,85091,115066,111562,160,0
7891,2023-04-18 17:06:00.513,45.000,294,54,59,86,95,333806,62589,80735,62048,128434,13952,2165,2925,3602,5260,587987,91744,111885,164558,219800,160,0
7892,2023-04-18 17:08:00.513,45.000,1911,125,406,307,1073,838274,58227,173693,249504,356850,25103,2705,6309,6614,9475,1460591,104088,316735,493434,546334,160,0
7893,2023-04-18 17:10:00.512,45.000,396,76,80,119,121,499870,84754,112701,187636,114779,17005,3022,4403,5457,4123,1062612,130413,184756,525098,222345,160,0
7894,2023-04-18 17:12:00.512,45.000,327,47,65,93,122,431569,73508,76168,112998,168895,16843,4416,2971,4705,4751,1203439,562590,137067,265982,237800,160,0
7895,2023-04-18 17:14:00.510,45.000,277,43,64,78,92,534007,47449,186662,182415,117481,14352,2112,4159,3831,4250,835795,94300,283783,205082,252630,160,0
7896,2023-04-18 17:16:00.509,45.000,345,64,62,110,109,584353,80027,85643,213633,205050,17850,2960,3021,5772,6097,1041643,171439,192794,334522,342888,160,0
7897,2023-04-18 17:18:00.509,45.000,321,54,74,103,90,492275,39807,69272,215903,167293,14466,2235,3234,4773,4224,864225,115414,141788,335935,271088,160,0
7898,2023-04-18 17:20:00.509,45.000,513,74,90,119,230,627100,114096,90127,144314,278563,18635,3548,3756,4701,6630,1037781,157623,202260,231858,446040,160,0
7899,2023-04-18 17:22:00.507,41.900,6512,371,1315,839,3987,1718874,195342,304589,247096,971847,41210,8090,9613,8729,14778,5216419,1908410,1385523,419177,1503309,160,0
7900,2023-04-18 17:24:00.507,33.200,6500,357,1319,904,3920,2109358,111946,444905,294263,1258244,38739,4601,9380,9422,15336,3293496,209506,652853,489511,1941626,160,0
7901,2023-04-18 17:26:00.506,45.000,342,64,84,83,111,482227,123274,86439,149373,123141,17012,3915,2787,6277,4033,1132415,288048,143243,396580,304544,160,0
7902,2023-04-18 17:28:00.505,45.000,466,38,102,98,228,406225,42728,75545,67457,220495,12680,2295,2791,3034,4560,591495,81540,117666,111391,280898,160,0
7903,2023-04-18 17:30:00.506,45.000,220,45,50,53,72,320314,34966,126691,89010,69647,7534,1991,2272,2044,1227,541848,79189,293270,106787,62602,160,0
7904,2023-04-18 17:32:00.503,45.000,176,33,36,46,61,259581,58337,54734,96802,49708,5692,930,657,2692,1413,361407,65493,70524,129949,95441,160,0
7905,2023-04-18 17:34:00.503,45.000,164,28,32,40,64,160118,16258,18548,44528,80784,4864,559,696,1925,1684,271361,19810,68297,76677,106577,160,0
7906,2023-04-18 17:36:00.503,45.000,136,20,30,27,59,188126,6682,67444,20975,93025,3814,350,1243,863,1358,224675,10555,83866,27001,103253,160,0
7907,2023-04-18 17:38:00.503,45.000,121,26,26,34,35,157263,14408,50113,28395,64347,2449,609,549,724,567,204113,22262,46003,42536,93312,160,0
7908,2023-04-18 17:40:00.502,45.000,138,23,27,30,58,249219,11913,73289,124089,39928,2912,385,475,1108,944,222500,14097,38660,82348,87395,160,0
7909,2023-04-18 17:42:00.502,45.000,151,24,21,46,60,198993,12555,25123,78107,83208,4715,509,267,1757,2182,303019,16280,45970,141328,99441,160,0
7910,2023-04-18 17:44:00.500,45.000,154,14,44,41,55,208390,10761,34089,85640,77900,3650,548,976,1205,921,266677,17644,54601,127837,66595,160,0
7911,2023-04-18 17:46:00.500,45.000,269,33,60,55,121,331981,26742,53139,176701,75399,12262,1719,2539,2385,5619,901884,53751,106527,233514,508092,160,0
7912,2023-04-18 17:48:00.499,45.000,265,46,58,49,112,244917,23185,72600,71956,77176,5312,1255,1166,1019,1872,316563,36406,69872,105595,104690,160,0
7913,2023-04-18 17:50:00.499,45.000,339,39,55,91,154,323841,25550,36350,90097,171844,9830,1398,1097,2378,4957,891424,52369,59235,182323,597497,160,0
7914,2023-04-18 17:52:00.497,45.000,2289,135,444,318,1392,691782,54146,168453,161382,307801,19375,2463,4041,4415,8456,902732,101161,173577,205931,422063,160,0
7915,2023-04-18 17:54:00.497,45.000,1109,112,192,213,592,785192,105009,157390,207876,314917,24557,3639,5034,6132,9752,1388980,186041,276655,360513,565771,160,0
7916,2023-04-18 17:56:00.496,34.600,6500,503,1433,1002,3562,2144234,191646,435307,371349,1145932,39745,5711,9511,9006,15517,6420984,3246994,926562,525640,1721788,160,0
7917,2023-04-18 17:58:00.496,45.000,1118,72,215,184,647,645130,43960,255674,138892,206604,21291,2860,6934,4751,6746,1304245,175536,553082,228857,346770,160,0
7918,2023-04-18 18:00:00.493,45.000,405,63,71,102,169,559086,94687,77270,266588,120541,15746,2650,3099,6006,3991,817006,127964,110947,394236,183859,160,0
7919,2023-04-18 18:02:00.493,45.000,318,58,64,91,105,481750,66245,67828,158588,189089,15724,2728,3237,4716,5043,732190,116949,125247,248811,241183,160,0
7920,2023-04-18 18:04:00.493,45.000,269,58,56,79,76,531322,72999,55117,226471,176735,15873,3564,2371,5595,4343,768102,159290,88084,278440,242288,160,0
7921,2023-04-18 18:06:00.492,45.000,293,50,66,75,102,437267,46205,136546,103312,151204,16625,2449,3821,5180,5175,822351,99149,259692,205885,257625,160,0
7922,2023-04-18 18:08:00.490,45.000,307,59,58,101,89,455060,67571,77724,112669,197096,15320,2698,3528,4300,4794,717178,102358,131024,211735,272061,160,0
7923,2023-04-18 18:10:00.490,35.900,6509,342,1275,946,3946,1745028,113563,282041,264507,1084917,35945,3700,8385,8707,15153,2778902,155344,436389,436256,1750913,160,0
7924,2023-04-18 18:12:00.490,45.000,535,67,104,113,251,518836,99563,106273,106459,206541,20657,3026,3846,6062,7723,1920448,127197,190907,579091,1023253,160,0
7925,2023-04-18 18:14:00.489,45.000,306,67,65,90,84,414151,96026,90970,56412,170743,13807,3321,2911,3381,4194,738116,204594,133675,129400,270447,160,0
7926,2023-04-18 18:16:00.487,45.000,268,67,48,87,66,343668,57332,45584,118498,122254,10939,2485,2163,3958,2333,501542,88122,76197,192550,144673,160,0
7927,2023-04-18 18:18:00.486,45.000,188,39,39,44,66,248631,24686,34793,56930,132222,7454,1343,1780,1265,3066,292809,42074,55965,45603,149167,160,0
7928,2023-04-18 18:20:00.486,45.000,94,19,21,31,23,179895,27805,15141,43868,93081,3559,761,661,1403,734,240821,37791,22322,65029,115679,160,0
7929,2023-04-18 18:22:00.484,45.000,149,21,35,31,62,143776,8495,27741,25199,82341,8230,1134,1326,2285,3485,497649,41189,52325,110362,293773,160,0
7930,2023-04-18 18:24:00.483,45.000,127,31,25,38,33,187770,14751,17768,58807,96444,6526,753,1286,2294,2193,301626,24474,38806,125590,112756,160,0
7931,2023-04-18 18:26:00.483,45.000,123,24,15,34,50,209377,14098,12075,36030,147174,4230,516,758,1259,1697,224033,18105,26321,48859,130748,160,0
7932,2023-04-18 18:28:00.482,45.000,115,19,25,32,39,239374,8457,14479,84429,132009,3037,587,581,991,878,206346,13955,19646,87461,85284,160,0
7933,2023-04-18 18:30:00.480,45.000,96,15,27,26,28,219804,4778,39793,93163,82070,2515,344,652,1245,274,234984,8219,28130,56644,141991,160,0
7934,2023-04-18 18:32:00.480,45.000,97,15,16,31,35,216580,11943,15377,103606,85654,3317,474,359,1804,680,462286,16362,58107,270376,117441,160,0
7935,2023-04-19 00:40:00.563,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7936,2023-04-19 00:42:00.562,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7937,2023-04-19 00:44:00.561,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7938,2023-04-19 00:46:00.559,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7939,2023-04-19 00:48:00.559,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7940,2023-04-19 00:50:00.558,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7941,2023-04-19 00:52:00.556,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7942,2023-04-19 00:54:00.555,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7943,2023-04-19 00:56:00.555,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7944,2023-04-19 00:58:00.553,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7945,2023-04-19 01:00:00.552,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7946,2023-04-19 01:02:00.552,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7947,2023-04-19 01:04:00.551,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7948,2023-04-19 01:06:00.549,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7949,2023-04-19 01:08:00.549,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7950,2023-04-19 01:10:00.548,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7951,2023-04-19 01:12:00.546,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7952,2023-04-19 01:14:00.546,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7953,2023-04-19 01:16:00.545,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7954,2023-04-19 01:18:00.543,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7955,2023-04-19 01:20:00.542,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7956,2023-04-19 01:22:00.542,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7957,2023-04-19 01:24:00.540,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7958,2023-04-19 01:26:00.539,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7959,2023-04-19 01:28:00.539,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7960,2023-04-19 01:30:00.538,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7961,2023-04-19 01:32:00.536,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7962,2023-04-19 01:34:00.536,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7963,2023-04-19 01:36:00.535,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7964,2023-04-19 01:38:00.533,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7965,2023-04-19 01:40:00.532,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7966,2023-04-19 01:42:00.532,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7967,2023-04-19 01:44:00.532,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7968,2023-04-19 01:46:00.530,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7969,2023-04-19 01:48:00.529,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7970,2023-04-19 01:50:00.529,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7971,2023-04-19 01:52:00.529,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7972,2023-04-19 01:54:00.528,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7973,2023-04-19 01:56:00.526,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7974,2023-04-19 01:58:00.526,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7975,2023-04-19 02:00:00.526,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7976,2023-04-19 02:02:00.525,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7977,2023-04-19 02:04:00.523,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7978,2023-04-19 02:06:00.523,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7979,2023-04-19 02:08:00.523,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7980,2023-04-19 02:10:00.522,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7981,2023-04-19 02:12:00.520,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7982,2023-04-19 02:14:00.519,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7983,2023-04-19 02:16:00.519,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7984,2023-04-19 02:18:00.519,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7985,2023-04-19 02:20:00.517,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7986,2023-04-19 02:22:00.516,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7987,2023-04-19 02:24:00.516,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7988,2023-04-19 02:26:00.516,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7989,2023-04-19 02:28:00.515,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7990,2023-04-19 02:30:00.513,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7991,2023-04-19 02:32:00.513,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7992,2023-04-19 02:34:00.513,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7993,2023-04-19 02:36:00.512,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7994,2023-04-19 02:38:00.510,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7995,2023-04-19 02:40:00.509,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7996,2023-04-19 02:42:00.509,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7997,2023-04-19 02:44:00.509,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7998,2023-04-19 02:46:00.507,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
7999,2023-04-19 02:48:00.507,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8000,2023-04-19 02:50:00.506,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8001,2023-04-19 02:52:00.506,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8002,2023-04-19 02:54:00.505,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8003,2023-04-19 02:56:00.505,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8004,2023-04-19 02:58:00.503,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8005,2023-04-19 03:00:00.503,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8006,2023-04-19 03:02:00.502,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8007,2023-04-19 03:04:00.502,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8008,2023-04-19 03:06:00.500,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8009,2023-04-19 03:08:00.500,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8010,2023-04-19 03:10:00.500,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8011,2023-04-19 03:12:00.499,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8012,2023-04-19 03:14:00.497,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8013,2023-04-19 03:16:00.497,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8014,2023-04-19 03:18:00.496,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8015,2023-04-19 03:20:00.496,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
8016,2023-04-19 03:22:00.494,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0
