8360,2023-04-20 07:55:00.563,6.460,4507,283,945,599,2680,972206,110247,139327,116565,606067,26524,3122,5762,4964,12676,1473286,214494,208422,185564,864806,160,0
8361,2023-04-20 07:57:00.562,3.010,4503,176,840,558,2929,751401,40192,107812,78806,524591,21770,1543,4396,3701,12130,1147648,56955,170230,122154,798309,160,0
8362,2023-04-20 07:59:00.562,6.800,1502,74,296,142,990,379122,11599,75164,78487,213872,9275,534,1785,1352,5604,436847,16191,47319,94877,278460,160,0
8363,2023-04-20 08:01:00.561,6.800,523,27,86,66,344,254858,3000,31141,115346,105371,5476,156,1696,1411,2213,358948,4086,48331,130355,176176,160,0
8364,2023-04-20 08:03:00.559,6.800,340,25,64,50,201,184693,8923,56726,47622,71422,3636,311,660,1098,1567,267681,10012,44904,65681,147084,160,0
8365,2023-04-20 08:05:00.559,6.800,640,29,129,89,393,175250,4377,43291,22400,105182,6207,447,1556,1220,2984,267405,12698,91804,37351,125552,160,0
8366,2023-04-20 08:07:00.559,6.800,4089,185,734,508,2662,580911,21501,75032,61413,422965,19971,1326,3958,3422,11265,936468,34927,151742,100749,649050,160,0
8367,2023-04-20 08:09:00.558,6.800,734,35,156,94,449,212315,13074,37740,18881,142620,8181,544,1578,1063,4996,423206,18310,106338,28626,269932,160,0
8368,2023-04-20 08:11:00.556,6.800,64,6,11,19,28,81396,10195,5551,6329,59321,1312,279,296,363,374,166153,11934,38278,9682,106259,160,0
8369,2023-04-20 08:13:00.555,6.800,82,11,12,22,37,59776,6994,13403,5151,34228,1402,432,285,300,385,194260,10665,12618,8593,162384,160,0
8370,2023-04-20 08:15:00.555,6.800,29,4,7,8,10,75600,564,5320,3843,65873,857,24,339,190,304,153220,770,45245,5879,101326,160,0
8371,2023-04-20 08:17:00.553,6.800,22,6,3,8,5,82049,1092,1136,7307,72514,433,59,67,217,90,147462,1728,37226,9597,98911,160,0
8372,2023-04-20 08:19:00.552,6.800,44,9,5,22,8,161988,5903,3002,85224,67859,2229,264,145,1553,267,262230,8611,39948,130417,83254,160,0
8373,2023-04-20 08:21:00.552,6.800,24,1,5,9,9,49192,29,483,10200,38480,1280,68,73,767,372,207763,1140,37218,20407,148998,160,0
8374,2023-04-20 08:23:00.551,6.800,11,3,2,2,4,61019,1114,1045,2705,56155,492,70,58,83,281,175878,2205,36749,5658,131266,160,0
8375,2023-04-20 08:25:00.549,6.800,17,4,3,3,7,103320,2345,89,28263,72623,414,131,9,136,138,137420,3571,35582,8496,89771,160,0
8376,2023-04-20 08:27:00.549,6.800,22,3,8,5,6,31656,53,2276,219,29108,531,3,132,123,273,103334,53,38911,3291,61079,160,0
8377,2023-04-20 08:29:00.549,6.800,30,9,9,6,6,131851,5956,49681,35702,40512,1628,301,605,695,27,206350,8278,76314,45335,76423,160,0
8378,2023-04-20 08:31:00.548,6.800,23,4,3,5,11,72489,2997,4580,7150,57762,579,111,93,215,160,173932,4248,7112,7930,154642,160,0
8379,2023-04-20 08:33:00.546,6.800,22,4,4,5,9,104578,416,1263,1912,100987,265,39,57,79,90,100674,810,1878,2711,95275,160,0
8380,2023-04-20 08:35:00.546,6.800,18,1,2,7,8,78756,30,66,5803,72857,593,2,4,301,286,59800,45,74,9549,50132,160,0
8381,2023-04-20 08:37:00.545,6.800,36,3,7,12,14,99797,1805,4352,1757,91883,655,99,303,94,159,96741,2675,7424,2687,83955,160,0
8382,2023-04-20 08:39:00.543,6.800,84,4,11,13,56,140385,1862,789,4112,133622,2406,162,393,545,1306,225005,3864,8592,13053,199496,160,0
8383,2023-04-20 08:41:00.542,6.800,178,18,35,39,86,229057,12797,12173,35106,168981,4850,610,1181,1076,1983,362423,20409,31390,81907,228717,160,0
8384,2023-04-20 08:43:00.542,6.800,3405,155,620,358,2272,519744,16183,65517,110068,327976,18585,1163,3546,3468,10408,835770,28806,106817,113679,586468,160,0
8385,2023-04-20 08:45:00.540,6.800,497,25,97,68,307,199804,29833,14595,69393,85983,5327,989,905,1110,2323,352566,40352,22230,70403,219581,160,0
8386,2023-04-20 08:47:00.539,6.800,41,5,14,11,11,149875,562,43674,52182,53457,2141,160,943,565,473,281621,3598,48212,60674,169137,160,0
8387,2023-04-20 08:49:00.539,6.800,40,9,5,12,14,84569,10681,2461,11635,59792,1832,402,85,880,465,219394,11369,3181,83636,121208,160,0
8388,2023-04-20 08:51:00.538,6.800,45,10,9,7,19,134999,8760,8848,793,116598,1570,312,514,254,490,196175,10812,18550,6132,160681,160,0
8389,2023-04-20 08:53:00.536,6.800,182,11,40,35,96,163512,2277,12257,52999,95979,2782,113,579,750,1340,347702,3665,17583,72713,253741,160,0
8390,2023-04-20 08:55:00.536,6.800,546,33,105,65,343,217760,13258,26996,19293,158213,8577,841,1406,1185,5145,390155,26234,37423,30824,295674,160,0
8391,2023-04-20 08:57:00.535,6.800,58,8,12,21,17,210026,4022,12978,91208,101818,3501,382,696,1934,489,290606,10567,24835,158806,96398,160,0
8392,2023-04-20 08:57:00.535,6.800,58,8,12,21,17,210026,4022,12978,91208,101818,3501,382,696,1934,489,290606,10567,24835,158806,96398,160,0
8393,2023-04-20 08:57:00.535,6.800,58,8,12,21,17,210026,4022,12978,91208,101818,3501,382,696,1934,489,290606,10567,24835,158806,96398,160,0
